店家名,店家名(英),地區,縣市,地址,緯度,經度,連結,營業時間(起),營業時間(迄),入住時間(起),入住時間(迄),退房時間(起),退房時間(迄),交通建議
蘭嶼綠建築: 天空的眼睛,Eyes of the Sky,外島/離島地區,台東縣,952台東縣蘭嶼鄉,22.0608347,121.5683113,https://travel.lanyu.info/hostel/iranmilek-tribe/eyes-of-sky,null,null,15:00,null,null,11:00,"1.台東富岡漁港→搭船→蘭嶼開元漁港→租車→蘭嶼綠建築: 天空的眼睛
2.台東富岡漁港→搭船→蘭嶼開元漁港→步行→海洋超市→公車第一班順時針農會→ (12個停靠站)東清部落
→ 步行→蘭嶼綠建築: 天空的眼睛"
蘭嶼 好望角民宿,null,外島/離島地區,台東縣,952台東縣蘭嶼鄉1-9號,22.02048603,121.5605498,https://cape.okgo.tw/,09:00,21:00,15:00,null,null,10:30,"1.台東富岡漁港→搭船→蘭嶼開元漁港→租車→蘭嶼 好望角民宿
2.台東富岡漁港→搭船→蘭嶼開元漁港→步行→海洋超市→公車第四班逆時針蘭嶼鄉公所(紅頭)→ (7個停靠站)蘭嶼鄉公所(紅頭)
→ 步行→蘭嶼 好望角民宿"
龍洞潛水旅宿中心,Ofucos Diving Center Hostel,北部地區,新北市,228新北市貢寮區龍洞街1號1樓,25.11257791,121.9208831,https://www.ofucos.com/aboutus/,null,null,15:00,21:00,05:00,10:00,福隆車站→步行→福隆公車791國家新城→ (22 個停靠站)龍洞(龍洞街口)→步行→龍洞潛水旅宿中心 | 歐夫寇斯 Ofucos Diving Center Hostel
深境住宿玩潛水,GIVE YOUR LIFE SOME SHINE,北部地區,新北市,228002新北市貢寮區龍洞街63-4號3F,25.13053736,121.9169345,https://www.shentaidive.com/,08:00,21:00,null,null,null,null,"自行開車：
1.基隆市區循台2省道，轉進東北角暨宜蘭海岸國家風景區。
2.下八堵交流道，經台62線快速道路，由瑞濱轉進東北角暨宜蘭過鼻頭隧道即可到達海岸國家風景區。
火車：搭至 基隆、瑞芳、福隆，皆可轉搭公車至龍洞
巴士：台北ㄧ龍洞灣海洋公園站光客運
臺北─羅東 (1811) ，龍洞灣公園下站，步行1分鐘。
臺北─南方澳 (1812) ，龍洞灣公園站下車步，步行1分鐘。
黃金福隆線 瑞芳－福隆‣856   龍洞灣海洋公園站下站，步行2分鐘。
基隆客運 瑞芳─龍洞灣公園 ‣886   龍洞公園下站，步行1分鐘。
福隆─和美 ‣887  和美站下站步行5分鐘。"
La 潛水訓練中心,null,北部地區,新北市,228新北市貢寮區和美街71號,25.07500083,121.9150562,https://www.facebook.com/balihidive/,08:00,20:30,null,null,null,null,福隆車站→步行→福隆公車791國家新城→(15 個停靠站)金沙灣→步行 →La 潛水訓練中心
鬧潛水Now Diving Center,Now Diving Center,北部地區,新北市,228新北市貢寮區新港街49號,25.0560628,121.9264683,https://www.facebook.com/NowDivingCenter/,09:00,21:00,null,null,null,null,福隆車站→步行→福隆公車791國家新城→(9個停靠站)澳底→步行 →La 潛水訓練中心
RUKU 潛水/SUP,RuKu Dive Club ,北部地區,新北市,228002新北市貢寮區龍洞街53號,25.11372134,121.9127994,https://www.facebook.com/ruku53,06:30,22:30,null,null,null,null,"台北→步行→國光客運臺北車站→公車1813基隆火車站(海洋廣場)(1 站)→Keelung Train Station ( Maritime Plaza )→公車791福隆終點站
 (44 個停靠站)龍洞(龍洞街口)→步行→RUKU 潛水/SUP"
iDiving 龍洞,null,北部地區,新北市,228新北市貢寮區龍洞街66-1號,25.11786579,121.9159444,https://www.idiving.com.tw/#/,08:00,17:00,null,null,null,null,"台北→步行→國光客運臺北車站→公車1813基隆火車站(海洋廣場)(1 站)→Keelung Train Station ( Maritime Plaza )→公車791福隆終點站
 (43個停靠站)龍洞灣公園(龍洞北口)→步行→iDiving 龍洞"
龍洞鼻頭角潛水店,null,北部地區,新北市,228新北市貢寮區龍洞街63－5號,25.11814963,121.9165804,https://www.facebook.com/btcdive/?locale=zh_TW,07:00,22:00,null,null,null,null,"台北→步行→國光客運臺北車站→公車1813基隆火車站(海洋廣場)(1 站)→Keelung Train Station ( Maritime Plaza )→公車791福隆終點站
 (43個停靠站)龍洞灣公園(龍洞北口)→步行→龍洞鼻頭角潛水店"
小房子背包客棧,Little House,南部地區,嘉義市,600嘉義市西區中正路504號,23.47883484,120.4476914,https://www.facebook.com/littlehouse0303/,15:00,21:00,15:00,22:00,null,11:00,嘉義火車站-後站→步行約 11 分→小房子 背包客棧
福泰桔子商旅文化店,Orange Hotels ,南部地區,嘉義市,600嘉義市西區文化路169號,23.48108487,120.449227,http://www.orangehotels.com.tw/fac/index.php?index_id=23,09:00,18:00,15:00,null,null,11:00,"自行開車：
1.國道一號(中山高速公路)下『嘉義交流道』( 264 公里處)，經北港路往嘉義市區，左轉世賢路一段，右轉文化路，抵達嘉義桔子商旅，車程約 15 分鐘。
2.國道三號(南二高)
(1)『中埔交流道』(297公里處)，沿台18線往嘉義市方向直行，右轉大義路，右轉接忠義橋後接彌陀路，直行接新生路，左轉中山路，右轉文化路，抵達嘉義桔子商旅，車程約20分鐘。
(2)『竹崎交流道』(290公里處)，經159縣道往嘉義市區，順著林森東路，左轉文化路→抵達嘉義桔子商旅，車程約20分鐘。
大眾運輸：
1.火車：搭乘至嘉義火車站→請於前站出口→沿著中山路步行約 10 分鐘→左轉文化路步行 100 公尺即可抵達。
2.高鐵：高鐵嘉義站下車，搭乘 BRT 快捷公車於『台鐵嘉義後站』，過天橋至台鐵嘉義前站，沿著中山路步行約 10 分鐘，左轉文化路步行 100 公尺即可抵達。
3.客運：搭乘至嘉義站，過天橋至台鐵嘉義前站，沿著中山路步行約 10 分鐘，左轉 文化路步行 100 公尺即可抵達。"
KM Hostel 距離背包客棧,KM Hostel,南部地區,嘉義市,600嘉義市西區蘭井街273號,23.47724394,120.4478776,https://www.facebook.com/KMHOSTEL273,00:00,23:59,15:00,00:00,null,10:00,嘉義火車站-後站→步行約 13 分→KM Hostel 距離背包客棧
仲青行旅嘉義館 LIGHT HOSTEL,Light Hostel,南部地區,嘉義市,600嘉義市西區光彩街622號,23.4777616,120.444056,http://www.lighthostel.com/chiayi.aspx,10:00,18:00,15:00,null,null,11:00,"大眾運輸：
1.高鐵：轉乘往嘉義公園方向的BRT接駁公車(憑高鐵票可免費搭乘) ， 於嘉義後火車站(交通轉運中心)下車，步行至火車站前站。
2.火車站→仲青行旅(嘉義館)
從火車站前站出口直走，過一紅綠燈(紅綠燈對面是機車出租店)，接著右轉仁愛路，遇光彩街後左轉(右側路口有7-11)，順著光彩街直行約3-5分鐘即可抵達嘉義館(左側)。"
客旅家,Travelers Plus,南部地區,嘉義市,600嘉義市西區中正路445、447號,23.4787282,120.4481792,https://www.travelersplus.com.tw/tw/index.html,09:00,22:00,15:00,22:00,00:00,11:00,嘉義火車站-後站→步行約 11 分→客旅家(環保旅店)
日光輕旅 晃拾光,Fun Time hostel,南部地區,嘉義市,600嘉義市西區中正路655號,23.47853824,120.4431948,https://www.facebook.com/funtimehostel.655/?locale=zh_TW,00:00,23:59,15:00,23:30,06:00,11:00,嘉義火車站-後站→步行約4分→日光輕旅 晃拾光
23星球,Planet 23 ,南部地區,嘉義市,600嘉義市西區中興路23號 3號樓之5,23.48015617,120.4394032,https://www.facebook.com/Planet23Chiayi,null,null,15:00,20:00,null,11:00,嘉義火車站後站轉運中心右前方大樓，火車站後站出來步行3分鐘內可達本館
Oinn Hotel & Hostel Chiayi－文化輕旅,OINN Hotel＆Hostel,南部地區,嘉義市,600嘉義市東區文化路294號,23.48374894,120.4488338,https://www.cy.oinnhostel.com/about/,00:00,23:59,15:00,null,null,11:00,"自行開車：
1.國道1號：下嘉義交流道,往嘉義市方向→沿北港路接嘉雄陸橋→下陸橋左轉中山路→火車站前接林森西路→到文化路右轉→【文化輕旅】就在你的左手邊。
大眾運輸：
1.搭台鐵至嘉義火車站 / 客運總站走路橋即可抵達嘉義火車站→ 前站出站向左,沿林森西路走到文化路右轉→【文化輕旅】就在你的左手邊。
2.高鐵
1. 轉搭計程車：走到3號出口,告知到【林森西路、文化路口】,下車走進文化路【文化輕旅】就在你的左手邊,約25分鐘,車資約400元。
2. 轉搭公車：走到3號出口,往嘉義方向接,在嘉義火車站下車→ 背對火車站,向左沿林森西路走到文化路右轉→【文化輕旅】就在你的左手邊。"
塔拉TARA民宿GUEST HOUSE,TARA  GUEST HOUSE,南部地區,嘉義市,600嘉義市東區中正路185巷21號,23.47888425,120.4547501,https://bed-and-breakfast-4597.business.site/,19:00,22:00,19:00,23:30,00:00,10:00,嘉義火車站-後站→步行約 4 分→嘉義火車站公車7308半天岩→(4 個停靠站)南門(嘉邑城隍廟)→步行約 5 分→塔拉TARA民宿GUEST HOUSE
拉瓦宅 輕旅店, Lawa House,南部地區,嘉義市,600嘉義市東區成仁街253號,23.48281862,120.4511174,https://traiwan.com/hotel/place-8cbdc6d563251b4.html,09:00,18:00,16:00,18:30,null,10:30,嘉義火車站-後站→步行約 4 分→嘉義火車站公車101A繞桃子斜頂坪(慈雲寺)→(3 個停靠站)嘉義市政府(吳鳳北路)→步行約 4 分鐘→拉瓦.宅 輕旅店 - LAWA HOUSE
嘉義小青旅,Chiayi Petite Hostel,南部地區,嘉義市,600007嘉義市西區林森西路460號,23.48125383,120.443709,https://www.chiayipetitehostel.com.tw/index.html,09:00,21:30,15:00,null,null,10:30,"搭客運
1.客運會抵達嘉義轉運站，同時也是火車站後站，從後站抽號碼牌從站內天橋至前站後，參照搭火車的抵達方式抵達旅店。
2.搭高鐵，出高鐵站後由二號出口出站，前方有BRT公車(出示車票免費)往嘉義市區，在嘉義市轉運中心站下車後經跨站天橋往嘉義車站前站走，出嘉義車站後向左手邊走，看到地下道出口前的7-11不用過馬路繼續往前走約3分鐘即可抵達旅店。
3.搭火車，出嘉義車站前站向左手邊走(Google map的標示有誤)，看到地下道出口前的7-11不用過馬路繼續往前走約3分鐘即可抵達旅店，也可以其Youbike抵達。"
H& 台南微醺文旅,H& tainan weshare hotel,南部地區,台南市,700台南市中西區大德街28號,22.98965193,120.195731,https://hotels.cloudbeds.com/cn/reservation/IcGTWn#checkin=2023-07-26&checkout=2023-07-27,09:00,19:30,15:00,18:30,null,11:00,"大眾運輸：
台南火車站 - 車程約10分鐘
台南高鐵站 - 車程約30分鐘"
U.I.J Hotel & Hostel - 友愛街旅館,U.I.J Hotel & Hostel,南部地區,台南市,700台南市中西區友愛街115巷5號,22.99079582,120.1997732,https://uij.com.tw/news_detail.php?id=224,00:00,23:59,15:00,00:00,null,11:00,"自行開車：
1.南下：下永康交流道→(往台南市區)台一線中正南路→小北路→西門路四段→左轉中正路→右轉永福路二段→右轉友愛街→左轉友愛街115巷(友愛市場旁)→U.I.J位於左手邊
2.北上：下仁德交流道→(往台南市區)182東門路→經東門圓環→府前路一段→右轉永福路二段→左轉友愛街→左轉友愛街115巷(友愛市場旁)→U.I.J位於左手邊火車 BY TRAIN
大眾運輸：
1.火車 
(1)轉乘公車，步行至台南公車站(台南火車站南站)轉乘公車，
可搭乘紅幹線公車：1號/5號/10號/11號/18號/19號 （*粗體字為較密集之班次）
西門友愛街口站下車→順行西門路→左轉友愛街→右轉友愛街115巷(友愛市場旁)→U.I.J位於左手邊
(2)轉乘計程車（車程約10分鐘內）
2.高鐵
(1) 轉乘高鐵接駁車：高鐵2號出口→高鐵接駁車H31市政府線→建興國中(孔廟)站下車→順行府前路→右轉永福路→左轉友愛街→左轉友愛街115巷(友愛市場旁)→U.I.J位於左手邊 （建興國中站下車後，步行約8-9分鐘抵達）
(2)轉乘台鐵沙崙線：高鐵1號出口→搭乘台鐵沙崙線→台南火車站→轉乘公車（見上方 火車A.轉乘公車 說明）
(3)搭乘計程車（車程約30分鐘）

 

客運 BY HIGHWAY BUS

於兵工廠總站下車

A.轉乘公車

▲台南公園(公園路)站搭乘18號公車→西門友愛街口站下車→順行西門路→左轉友愛街→右轉友愛街115巷(友愛市場旁)→U.I.J位於左手邊

▲下兵工廠轉運站→右轉公園路→左轉公園南路→至公園南路站搭乘11號公車→西門友愛街口站下車→順行西門路→左轉友愛街→右轉友愛街115巷(友愛市場旁)→U.I.J位於左手邊

 

B.搭乘計程車（車程約10分鐘內）"
Oinn Hotel & Hostel Tainan－巷弄潮旅,Oinn Hotel & Hostel Tainan,南部地區,台南市,700台南市中西區文和街29號,23.00383687,120.1927721,https://www.oinnhostel.com/,00:00,23:59,15:00,null,null,11:00,"1.自行開車
南下：下永康交流道(往台南方向)→台1線中正北(南)路→右轉中華路→接中華北路二段→左轉文賢路→右轉文和街→Oinn位於左手邊。
北上：國道1號→台86線(往西/台南方向)→終點下交流道喜樹方向→西濱公路台17線（往安平前進）→右轉民權路三段→左轉西和路→左轉和美街→右轉文和街→Oinn位於右手邊。
大眾運輸：
1.火車站
(1)租借機車：致電合作車行或至官網預訂《Gogoro騎機專案》。
(2)轉搭公車：至台南公車站(北站)，搭乘3號公車開往海東國小方向→文賢國中站下車→步行約2分鐘即達。
(3)轉搭計程車：車程約10分鐘內，車資約NT$200-250。
2.高鐵站 From HSR to OINN
(1)轉搭火車、公車：高鐵票閘口(2F)出來左轉至沙崙火車站搭乘→台南火車站→轉乘公車（見上方轉搭公車路線說明）。
(2)轉搭計程車：車程約40分鐘，車資約NT$500-560。
3.客運 From Highway Bus Station to OINN
(1) 轉搭公車：搭乘18號公車開往台南站的方向→西門三段口站下車→轉搭3號公車開往海東國小的方向→文賢國中站下車→步行約2分鐘即達。
(2)轉搭計程車：車程約10分鐘內，車資約NT$200-250。
3.台南機場 From Tainan Airport to OINN
(1)轉搭計程車：台南機場有排班的計程車，從機場至Oinn車程約30分鐘，車資約為NT$400-500。"
【南惰 • House Nandoor】背包客棧,House Nandoo,南部地區,台南市,700台南市中西區大同路一段46巷20號,22.98769896,120.2109215,https://www.facebook.com/HouseNandoor/,00:00,23:59,15:00,null,null,11:00,"臺南火車站→步行→臺南火車站(北站)→公車紅幹線延駛龍崎龍崎→(3 個停靠站)胸腔病院→步行約 1 分→【南惰 • House Nandoor】背包客棧
"
臺南水倉依舊民宿,Jerry's MazeHut,南部地區,台南市,700台南市中西區永福路二段81巷18號,22.99305876,120.2005528,https://www.facebook.com/jerrysmazehut/,00:00,23:59,16:00,19:00,07:00,11:00,臺南火車站→步行→臺南火車站(南站)→公車88台灣好行府城巡迴線臺南火車站(南站)→ (2 個停靠站)林百貨、鄭成功祖廟[台灣好行]→步行約 5 分→ 臺南水倉依舊民宿
我鹿背包輕旅x mydeer backpacker,mydeer backpacker,南部地區,台南市,700台南市中西區府前路一段371巷26號,22.9894155,120.1988149,https://www.facebook.com/mydeer.bpkr/,10:30,21:30,15:00,null,null,11:00,臺南火車站→步行→臺南火車站(北站)→公車5市立醫院→(6 個停靠站)小西門(大億麗緻)→步行約 4 分→我鹿背包輕旅x mydeer backpacker
158.棧,158hostel,南部地區,台南市,700台南市中西區忠義路二段158巷5號,22.99590681,120.2042143,https://www.facebook.com/profile.php?id=100064069749064,10:00,17:00,15:00,23:00,null,11:00,臺南火車站→步行→臺南火車站(北站)→公車5市立醫院→(2 個停靠站)民族路→步行約 2 分→158.棧
驛家旅店-青年旅館,EasyInn Hotel & Hostel,南部地區,台南市,700台南市中西區成功路343號9樓,23.00005861,120.1997417,https://www.facebook.com/TainanEasyInn/?locale=zh_TW,10:00,21:45,15:00,20:00,null,11:00,台南車站→步行約 19 分/租車→驛家旅店-EasyInn Hotel & Hostel-青年旅館
艸祭Book inn,Book inn,南部地區,台南市,70049台南市中西區南門路71號,22.98956499,120.2047617,http://www.caoji.com.tw/caiji/,12:00,20:00,15:00,21:00,null,11:00,"大眾運輸
1.台南火車站---於台南火車站(北站)搭乘2號公車或至台南火車站(南站)搭乘88號公車至孔廟下車，步行過來僅需3~5分鐘
2.台南高鐵站---請於高鐵站2號出口搭乘高鐵免費市區接駁公車《市政府線/H31》至《建興國中/府前路》站下車，左轉南門路，步行過來約2分鐘。
3.台南轉運站---搭乘88號公車(約20分鐘一班)至孔廟，下車後步行僅約3分鐘內可達，或藍幹線(約15分鐘一班)至林
  百貨(忠義路)後步行過來，約10鐘內可達。
4.台南機場--- 請搭乘大台南紅幹線 - 紅 3公車至開山路，步行過來約10分鐘；或是可搭5號公車至台南火車站後轉搭乘2號
  公車至孔廟下車，步行過來僅需2分鐘。"
Loft18 Hostel 陳倉客棧,Loft18 Hostel ,南部地區,台南市,700台南市中西區海安路二段270巷18號5F,22.9979953,120.197991,https://booking.owlting.com/aed6906b-0f39-4f17-a759-dbe1357a4da1?lang=zh_TW&start=2023-07-26&end=2023-07-27&adult=1&child=0&infant=0,09:00,21:00,15:00,21:00,null,00:00,台南車站→步行→臺南火車站(南站)→公車88台灣好行府城巡迴線臺南火車站(南站)→(8 個停靠站)神農街→步行約 1 分→Loft18 Hostel陳倉客棧
